timestamp,car_id,hvac_supply_temp_c,hvac_current_amps,lighting_load_pct,battery_soc_pct,battery_voltage_v,comms_rssi_dbm,hvac_setpoint_c,train_id
2026-08-18 00:37:41,CAR_02_1,11.99,23.02,97.34,93.13,109.86,-68.79,24.0,TRAIN_02
2026-08-18 00:46:19,CAR_02_1,11.26,21.6,97.26,93.66,109.61,-67.78,24.0,TRAIN_02
2026-08-18 01:01:06,CAR_02_1,12.8,19.84,96.89,92.1,111.32,-67.17,24.0,TRAIN_02
2026-08-18 01:12:55,CAR_02_1,11.31,20.7,96.52,90.93,110.27,-66.11,24.0,TRAIN_02
2026-08-18 01:19:54,CAR_02_1,10.94,20.22,96.64,91.69,108.43,-68.29,24.0,TRAIN_02
2026-08-18 01:27:19,CAR_02_1,11.5,20.98,97.59,90.38,110.44,-66.9,24.0,TRAIN_02
2026-08-18 01:37:05,CAR_02_1,12.56,21.3,96.93,93.42,110.21,-72.62,24.0,TRAIN_02
2026-08-18 01:48:52,CAR_02_1,11.88,21.66,97.09,92.21,109.5,-69.88,24.0,TRAIN_02
2026-08-18 02:02:36,CAR_02_1,11.25,20.1,95.35,91.39,109.69,-69.0,24.0,TRAIN_02
2026-08-18 02:17:36,CAR_02_1,11.46,21.23,97.18,92.06,108.58,-70.72,24.0,TRAIN_02
2026-08-18 02:29:21,CAR_02_1,12.19,22.03,97.36,92.26,109.33,-65.72,24.0,TRAIN_02
2026-08-18 02:41:36,CAR_02_1,11.01,20.57,96.89,90.66,109.72,-66.68,24.0,TRAIN_02
2026-08-18 02:55:20,CAR_02_1,12.06,18.96,96.95,92.9,109.99,-67.17,24.0,TRAIN_02
2026-08-18 03:08:24,CAR_02_1,11.44,21.77,97.45,92.91,111.84,-65.72,24.0,TRAIN_02
2026-08-18 03:18:45,CAR_02_1,11.64,21.96,96.35,93.66,109.99,-70.29,24.0,TRAIN_02
2026-08-18 03:33:02,CAR_02_1,11.61,19.15,97.39,91.24,109.68,-66.67,24.0,TRAIN_02
2026-08-18 03:38:05,CAR_02_1,11.41,22.06,98.04,94.56,108.69,-68.96,24.0,TRAIN_02
2026-08-18 03:52:55,CAR_02_1,10.61,21.37,95.78,92.5,109.89,-69.18,24.0,TRAIN_02
2026-08-18 04:07:04,CAR_02_1,12.0,20.19,95.9,91.89,109.95,-68.46,24.0,TRAIN_02
2026-08-18 04:19:40,CAR_02_1,12.13,19.78,96.85,91.36,109.35,-62.85,24.0,TRAIN_02
2026-08-18 04:28:00,CAR_02_1,11.58,19.65,97.9,90.78,109.13,-69.99,24.0,TRAIN_02
2026-08-18 04:40:03,CAR_02_1,10.36,21.47,97.67,92.7,109.5,-70.64,24.0,TRAIN_02
2026-08-18 04:47:51,CAR_02_1,11.49,22.67,96.74,92.65,110.11,-66.55,24.0,TRAIN_02
2026-08-18 04:56:40,CAR_02_1,11.86,21.43,97.51,89.96,110.14,-67.1,24.0,TRAIN_02
2026-08-18 05:08:31,CAR_02_1,11.02,20.02,97.65,92.11,109.31,-65.64,24.0,TRAIN_02
2026-08-18 05:15:33,CAR_02_1,10.32,21.42,96.6,92.88,110.03,-69.23,24.0,TRAIN_02
2026-08-18 05:21:46,CAR_02_1,11.56,21.28,97.01,92.63,109.48,-67.3,24.0,TRAIN_02
2026-08-18 05:31:28,CAR_02_1,11.1,20.39,97.28,91.23,110.59,-67.37,24.0,TRAIN_02
2026-08-18 05:41:50,CAR_02_1,11.85,23.34,98.08,91.78,110.08,-62.97,24.0,TRAIN_02
2026-08-18 05:46:54,CAR_02_1,11.65,21.94,98.91,91.19,109.73,-67.74,24.0,TRAIN_02
2026-08-18 05:57:30,CAR_02_1,12.47,20.5,97.26,92.08,108.88,-66.84,24.0,TRAIN_02
2026-08-18 06:10:20,CAR_02_1,11.68,24.37,97.67,88.51,109.05,-71.16,24.0,TRAIN_02
2026-08-18 06:17:59,CAR_02_1,11.25,25.56,97.51,85.72,108.19,-66.83,24.0,TRAIN_02
2026-08-18 06:30:11,CAR_02_1,12.51,26.66,97.88,85.82,108.53,-73.1,24.0,TRAIN_02
2026-08-18 06:35:27,CAR_02_1,11.29,24.62,97.73,91.32,108.88,-68.84,24.0,TRAIN_02
2026-08-18 06:45:17,CAR_02_1,11.94,24.66,95.41,88.89,109.69,-73.15,24.0,TRAIN_02
2026-08-18 06:53:35,CAR_02_1,11.26,25.97,98.25,86.18,108.43,-68.24,24.0,TRAIN_02
2026-08-18 07:06:11,CAR_02_1,11.42,26.87,97.91,88.4,108.79,-67.81,24.0,TRAIN_02
2026-08-18 07:15:31,CAR_02_1,12.5,25.61,95.98,86.14,108.5,-64.7,24.0,TRAIN_02
2026-08-18 07:28:57,CAR_02_1,12.16,25.92,97.28,88.04,108.09,-65.06,24.0,TRAIN_02
2026-08-18 07:34:51,CAR_02_1,12.64,26.7,97.13,88.19,108.19,-71.61,24.0,TRAIN_02
2026-08-18 07:40:34,CAR_02_1,12.85,25.39,98.31,85.79,108.45,-65.67,24.0,TRAIN_02
2026-08-18 07:54:49,CAR_02_1,12.53,28.58,96.01,87.11,109.49,-67.09,24.0,TRAIN_02
2026-08-18 08:07:27,CAR_02_1,12.47,28.21,96.63,88.66,108.1,-65.99,24.0,TRAIN_02
2026-08-18 08:14:35,CAR_02_1,13.0,26.0,96.82,89.33,108.11,-67.4,24.0,TRAIN_02
2026-08-18 08:25:53,CAR_02_1,12.51,28.34,96.7,87.11,108.1,-66.24,24.0,TRAIN_02
2026-08-18 08:40:26,CAR_02_1,12.32,27.17,96.69,87.85,107.7,-68.47,24.0,TRAIN_02
2026-08-18 08:47:19,CAR_02_1,12.87,27.53,96.28,88.41,106.98,-66.41,24.0,TRAIN_02
2026-08-18 09:02:17,CAR_02_1,12.38,27.82,97.39,91.22,107.95,-67.7,24.0,TRAIN_02
2026-08-18 09:11:41,CAR_02_1,12.17,27.6,97.56,88.61,108.43,-70.0,24.0,TRAIN_02
2026-08-18 09:21:06,CAR_02_1,12.21,28.36,97.57,87.15,108.8,-66.2,24.0,TRAIN_02
2026-08-18 09:32:16,CAR_02_1,11.98,29.04,97.4,88.16,107.74,-69.98,24.0,TRAIN_02
2026-08-18 09:39:22,CAR_02_1,13.0,27.22,98.18,90.56,108.65,-67.0,24.0,TRAIN_02
2026-08-18 09:48:29,CAR_02_1,12.2,27.86,96.76,89.26,109.35,-71.01,24.0,TRAIN_02
2026-08-18 09:57:09,CAR_02_1,13.02,29.34,97.15,88.07,108.06,-68.96,24.0,TRAIN_02
2026-08-18 10:05:13,CAR_02_1,12.73,28.51,95.9,86.21,108.0,-69.45,24.0,TRAIN_02
2026-08-18 10:18:48,CAR_02_1,13.54,27.39,98.33,89.04,108.38,-66.84,24.0,TRAIN_02
2026-08-18 10:30:45,CAR_02_1,12.76,29.22,97.75,90.19,108.56,-63.32,24.0,TRAIN_02
2026-08-18 10:41:09,CAR_02_1,13.0,28.88,96.6,86.95,109.12,-68.76,24.0,TRAIN_02
2026-08-18 10:55:12,CAR_02_1,13.38,28.29,96.92,87.49,108.3,-64.36,24.0,TRAIN_02
2026-08-18 11:06:36,CAR_02_1,12.15,29.48,97.18,86.84,108.34,-64.65,24.0,TRAIN_02
2026-08-18 11:15:59,CAR_02_1,12.68,28.29,97.55,87.98,107.62,-66.68,24.0,TRAIN_02
2026-08-18 11:22:16,CAR_02_1,13.59,29.41,96.09,88.69,108.58,-68.67,24.0,TRAIN_02
2026-08-18 11:33:26,CAR_02_1,14.39,29.95,96.93,86.58,109.38,-69.58,24.0,TRAIN_02
2026-08-18 11:42:50,CAR_02_1,12.98,29.69,98.14,85.32,108.28,-66.82,24.0,TRAIN_02
2026-08-18 11:51:31,CAR_02_1,13.61,30.35,97.58,88.31,108.23,-68.0,24.0,TRAIN_02
2026-08-18 11:57:28,CAR_02_1,13.24,30.18,98.1,87.36,108.64,-65.09,24.0,TRAIN_02
2026-08-18 12:12:23,CAR_02_1,13.56,29.81,97.89,86.01,106.85,-66.89,24.0,TRAIN_02
2026-08-18 12:23:44,CAR_02_1,14.36,29.05,97.05,89.39,108.21,-66.95,24.0,TRAIN_02
2026-08-18 12:36:12,CAR_02_1,14.61,32.07,97.36,88.0,109.39,-68.6,24.0,TRAIN_02
2026-08-18 12:41:44,CAR_02_1,14.66,29.18,96.91,86.95,108.52,-70.53,24.0,TRAIN_02
2026-08-18 12:47:58,CAR_02_1,13.36,30.34,97.02,87.2,108.85,-67.69,24.0,TRAIN_02
2026-08-18 12:53:06,CAR_02_1,13.64,30.4,96.88,89.0,107.79,-65.26,24.0,TRAIN_02
2026-08-18 13:04:13,CAR_02_1,13.21,30.52,96.59,87.95,109.11,-71.64,24.0,TRAIN_02
2026-08-18 13:13:44,CAR_02_1,13.55,31.17,97.0,90.42,109.22,-68.41,24.0,TRAIN_02
2026-08-18 13:24:57,CAR_02_1,14.05,29.64,95.98,87.08,107.66,-67.84,24.0,TRAIN_02
2026-08-18 13:34:53,CAR_02_1,14.47,31.58,97.92,89.21,108.32,-72.34,24.0,TRAIN_02
2026-08-18 13:43:37,CAR_02_1,12.9,32.39,97.22,87.84,108.42,-69.17,24.0,TRAIN_02
2026-08-18 13:56:30,CAR_02_1,14.1,29.45,97.93,89.21,108.17,-72.19,24.0,TRAIN_02
2026-08-18 14:04:39,CAR_02_1,13.99,31.33,96.83,88.05,108.59,-65.02,24.0,TRAIN_02
2026-08-18 14:14:56,CAR_02_1,13.6,30.64,96.59,87.28,108.82,-68.48,24.0,TRAIN_02
2026-08-18 14:25:07,CAR_02_1,12.73,29.87,97.22,90.44,107.7,-66.37,24.0,TRAIN_02
2026-08-18 14:33:28,CAR_02_1,13.94,29.75,97.41,87.53,108.71,-68.98,24.0,TRAIN_02
2026-08-18 14:44:09,CAR_02_1,13.8,29.4,95.94,88.05,107.95,-67.73,24.0,TRAIN_02
2026-08-18 14:51:05,CAR_02_1,14.16,31.03,94.64,85.65,108.48,-65.17,24.0,TRAIN_02
2026-08-18 15:01:46,CAR_02_1,13.23,30.73,96.85,88.15,108.77,-63.67,24.0,TRAIN_02
2026-08-18 15:15:32,CAR_02_1,12.29,31.79,96.85,85.66,108.2,-69.84,24.0,TRAIN_02
2026-08-18 15:25:25,CAR_02_1,13.17,29.09,97.56,89.85,109.68,-65.24,24.0,TRAIN_02
2026-08-18 15:33:13,CAR_02_1,13.17,32.15,96.07,86.97,108.67,-69.34,24.0,TRAIN_02
2026-08-18 15:46:09,CAR_02_1,13.25,30.12,98.8,90.99,108.66,-63.19,24.0,TRAIN_02
2026-08-18 15:55:01,CAR_02_1,13.36,30.57,96.86,85.67,108.67,-67.12,24.0,TRAIN_02
2026-08-18 16:04:07,CAR_02_1,13.25,32.56,96.02,87.98,108.98,-75.09,24.0,TRAIN_02
2026-08-18 16:09:45,CAR_02_1,13.42,29.64,97.68,88.38,108.54,-74.76,24.0,TRAIN_02
2026-08-18 16:20:13,CAR_02_1,13.9,32.64,95.88,88.01,109.46,-63.97,24.0,TRAIN_02
2026-08-18 16:33:25,CAR_02_1,13.15,30.04,96.84,88.44,109.25,-69.84,24.0,TRAIN_02
2026-08-18 16:45:30,CAR_02_1,14.05,31.67,99.04,86.26,109.31,-65.66,24.0,TRAIN_02
2026-08-18 16:55:24,CAR_02_1,13.62,29.64,97.51,89.17,110.25,-68.55,24.0,TRAIN_02
2026-08-18 17:00:43,CAR_02_1,13.07,31.23,96.76,88.25,108.95,-68.67,24.0,TRAIN_02
2026-08-18 17:13:44,CAR_02_1,13.63,28.91,97.1,87.55,108.15,-70.24,24.0,TRAIN_02
2026-08-18 17:20:13,CAR_02_1,13.34,29.19,96.51,88.88,109.45,-70.51,24.0,TRAIN_02
2026-08-18 17:31:16,CAR_02_1,13.02,31.51,96.38,89.6,108.42,-68.03,24.0,TRAIN_02
2026-08-18 17:45:54,CAR_02_1,13.31,29.82,96.46,87.34,108.54,-69.82,24.0,TRAIN_02
2026-08-18 17:58:33,CAR_02_1,13.48,28.96,97.54,87.19,107.8,-67.03,24.0,TRAIN_02
2026-08-18 18:08:28,CAR_02_1,14.56,28.91,97.65,89.01,109.09,-68.08,24.0,TRAIN_02
2026-08-18 18:19:21,CAR_02_1,13.17,28.63,95.88,89.49,109.11,-69.85,24.0,TRAIN_02
2026-08-18 18:29:19,CAR_02_1,13.22,31.21,97.63,88.36,109.09,-66.91,24.0,TRAIN_02
2026-08-18 18:42:36,CAR_02_1,13.27,29.75,95.48,88.66,109.75,-68.82,24.0,TRAIN_02
2026-08-18 18:56:29,CAR_02_1,12.79,28.89,96.55,87.74,110.04,-65.45,24.0,TRAIN_02
2026-08-18 19:02:42,CAR_02_1,13.78,29.39,96.64,88.08,108.65,-68.38,24.0,TRAIN_02
2026-08-18 19:13:30,CAR_02_1,12.86,30.41,96.54,89.35,109.83,-72.66,24.0,TRAIN_02
2026-08-18 19:24:13,CAR_02_1,12.83,29.81,96.69,86.69,109.41,-65.12,24.0,TRAIN_02
2026-08-18 19:36:59,CAR_02_1,12.92,29.26,97.32,89.3,108.51,-64.73,24.0,TRAIN_02
2026-08-18 19:49:08,CAR_02_1,11.8,28.44,96.49,86.76,109.62,-68.09,24.0,TRAIN_02
2026-08-18 19:55:21,CAR_02_1,13.45,30.02,98.52,87.95,108.22,-68.68,24.0,TRAIN_02
2026-08-18 20:05:41,CAR_02_1,13.2,28.28,98.25,88.63,107.97,-68.54,24.0,TRAIN_02
2026-08-18 20:20:01,CAR_02_1,13.61,28.24,95.91,88.08,108.02,-66.52,24.0,TRAIN_02
2026-08-18 20:30:43,CAR_02_1,12.53,29.05,97.08,89.15,108.49,-64.95,24.0,TRAIN_02
2026-08-18 20:42:39,CAR_02_1,12.84,27.96,96.79,87.22,108.55,-66.42,24.0,TRAIN_02
2026-08-18 20:55:02,CAR_02_1,13.29,26.05,96.8,87.64,109.06,-62.65,24.0,TRAIN_02
2026-08-18 21:04:01,CAR_02_1,12.33,28.12,97.52,86.33,108.37,-68.65,24.0,TRAIN_02
2026-08-18 21:18:03,CAR_02_1,13.36,29.24,96.76,88.93,108.96,-69.08,24.0,TRAIN_02
2026-08-18 21:31:11,CAR_02_1,12.69,25.13,95.84,88.29,109.32,-67.22,24.0,TRAIN_02
2026-08-18 21:36:54,CAR_02_1,12.44,27.55,97.41,86.76,109.65,-68.25,24.0,TRAIN_02
2026-08-18 21:44:48,CAR_02_1,12.62,27.92,97.8,87.33,109.38,-65.15,24.0,TRAIN_02
2026-08-18 21:55:30,CAR_02_1,12.34,28.1,97.86,84.52,107.9,-68.71,24.0,TRAIN_02
2026-08-18 22:00:38,CAR_02_1,11.42,26.38,96.72,90.13,109.24,-71.47,24.0,TRAIN_02
2026-08-18 22:06:51,CAR_02_1,11.83,27.24,97.81,89.8,108.91,-64.44,24.0,TRAIN_02
2026-08-18 22:18:12,CAR_02_1,11.08,26.19,98.21,89.81,109.25,-65.49,24.0,TRAIN_02
2026-08-18 22:24:41,CAR_02_1,11.62,26.52,96.33,88.3,108.5,-69.76,24.0,TRAIN_02
2026-08-18 22:39:30,CAR_02_1,12.52,24.28,98.04,88.89,108.39,-70.22,24.0,TRAIN_02
2026-08-18 22:46:21,CAR_02_1,12.52,24.22,97.43,88.31,109.02,-66.33,24.0,TRAIN_02
2026-08-18 22:57:45,CAR_02_1,12.4,24.71,97.03,87.92,108.41,-69.03,24.0,TRAIN_02
2026-08-18 23:09:18,CAR_02_1,11.85,22.87,97.07,91.53,109.92,-69.94,24.0,TRAIN_02
2026-08-18 23:17:02,CAR_02_1,11.51,23.04,97.69,91.43,110.56,-69.33,24.0,TRAIN_02
2026-08-18 23:28:49,CAR_02_1,12.52,23.39,95.68,92.06,109.26,-72.1,24.0,TRAIN_02
2026-08-18 23:43:22,CAR_02_1,12.35,21.19,96.82,93.16,110.34,-65.69,24.0,TRAIN_02
2026-08-18 23:50:12,CAR_02_1,12.42,21.8,96.82,91.55,110.99,-70.16,24.0,TRAIN_02
2026-08-18 23:57:41,CAR_02_1,11.9,22.62,96.91,90.57,109.62,-70.49,24.0,TRAIN_02
2026-08-19 00:10:26,CAR_02_1,11.23,17.74,97.53,93.48,110.4,-71.19,24.0,TRAIN_02
2026-08-19 00:22:41,CAR_02_1,11.73,21.76,97.23,90.84,109.3,-66.23,24.0,TRAIN_02
2026-08-19 00:37:35,CAR_02_1,12.44,20.44,97.27,91.94,110.8,-70.41,24.0,TRAIN_02
2026-08-19 00:45:42,CAR_02_1,13.15,21.64,95.73,92.46,109.78,-62.33,24.0,TRAIN_02
2026-08-19 01:00:17,CAR_02_1,12.33,20.25,97.39,92.93,110.83,-70.95,24.0,TRAIN_02
2026-08-19 01:07:07,CAR_02_1,11.46,20.39,96.86,93.03,110.39,-68.19,24.0,TRAIN_02
2026-08-19 01:19:30,CAR_02_1,11.14,21.88,96.11,90.69,110.19,-67.27,24.0,TRAIN_02
2026-08-19 01:28:39,CAR_02_1,11.47,21.63,96.39,93.26,109.87,-69.21,24.0,TRAIN_02
2026-08-19 01:38:04,CAR_02_1,10.77,20.49,96.25,92.57,109.21,-65.75,24.0,TRAIN_02
2026-08-19 01:45:41,CAR_02_1,11.95,21.57,97.08,93.26,109.13,-70.94,24.0,TRAIN_02
2026-08-19 01:56:31,CAR_02_1,11.2,21.27,96.41,92.2,110.55,-64.52,24.0,TRAIN_02
2026-08-19 02:03:52,CAR_02_1,10.72,18.39,98.09,90.73,109.98,-63.83,24.0,TRAIN_02
2026-08-19 02:18:31,CAR_02_1,10.69,19.94,97.36,92.57,110.04,-68.13,24.0,TRAIN_02
2026-08-19 02:32:31,CAR_02_1,12.56,22.09,96.84,92.39,109.85,-69.34,24.0,TRAIN_02
2026-08-19 02:47:17,CAR_02_1,11.28,20.96,95.74,92.7,109.34,-70.49,24.0,TRAIN_02
2026-08-19 02:57:21,CAR_02_1,11.77,20.44,96.96,92.47,109.99,-70.9,24.0,TRAIN_02
2026-08-19 03:02:32,CAR_02_1,11.57,20.8,97.83,92.47,109.27,-66.1,24.0,TRAIN_02
2026-08-19 03:17:11,CAR_02_1,11.9,17.99,96.46,92.82,109.02,-65.32,24.0,TRAIN_02
2026-08-19 03:25:29,CAR_02_1,10.85,20.5,96.48,92.1,109.62,-71.2,24.0,TRAIN_02
2026-08-19 03:36:41,CAR_02_1,12.39,22.8,95.27,92.85,109.72,-66.98,24.0,TRAIN_02
2026-08-19 03:51:02,CAR_02_1,11.03,20.84,97.93,93.17,109.94,-68.81,24.0,TRAIN_02
2026-08-19 04:00:40,CAR_02_1,11.5,20.79,97.1,91.98,110.17,-66.76,24.0,TRAIN_02
2026-08-19 04:09:45,CAR_02_1,11.56,20.69,96.12,93.13,110.84,-68.79,24.0,TRAIN_02
2026-08-19 04:15:52,CAR_02_1,11.08,20.83,97.92,88.79,110.69,-67.13,24.0,TRAIN_02
2026-08-19 04:24:16,CAR_02_1,11.25,19.08,96.73,93.36,109.05,-65.16,24.0,TRAIN_02
2026-08-19 04:35:20,CAR_02_1,11.37,20.96,96.83,92.64,109.87,-67.7,24.0,TRAIN_02
2026-08-19 04:47:27,CAR_02_1,12.24,20.17,97.35,90.48,109.89,-70.8,24.0,TRAIN_02
2026-08-19 04:58:06,CAR_02_1,11.64,21.96,96.56,93.95,109.65,-65.18,24.0,TRAIN_02
2026-08-19 05:05:48,CAR_02_1,11.07,22.68,98.95,94.41,110.81,-67.16,24.0,TRAIN_02
2026-08-19 05:19:27,CAR_02_1,10.77,20.26,96.22,91.89,108.24,-70.11,24.0,TRAIN_02
2026-08-19 05:27:58,CAR_02_1,10.31,22.25,99.38,91.18,110.82,-66.42,24.0,TRAIN_02
2026-08-19 05:37:12,CAR_02_1,10.66,20.98,96.66,90.75,110.13,-72.45,24.0,TRAIN_02
2026-08-19 05:51:23,CAR_02_1,11.76,21.12,97.23,91.85,110.95,-68.11,24.0,TRAIN_02
2026-08-19 06:06:19,CAR_02_1,12.37,25.66,97.34,87.1,108.26,-65.75,24.0,TRAIN_02
2026-08-19 06:12:53,CAR_02_1,12.7,25.77,95.88,86.57,108.73,-66.16,24.0,TRAIN_02
2026-08-19 06:18:32,CAR_02_1,10.99,26.45,97.94,90.49,109.43,-73.06,24.0,TRAIN_02
2026-08-19 06:33:04,CAR_02_1,12.09,26.34,98.15,86.63,107.69,-64.46,24.0,TRAIN_02
2026-08-19 06:39:20,CAR_02_1,12.69,26.18,96.88,88.66,108.25,-66.37,24.0,TRAIN_02
2026-08-19 06:52:17,CAR_02_1,11.99,25.18,97.82,89.81,108.52,-69.51,24.0,TRAIN_02
2026-08-19 07:05:18,CAR_02_1,11.73,26.45,97.11,86.98,108.62,-65.38,24.0,TRAIN_02
2026-08-19 07:18:47,CAR_02_1,12.41,24.91,96.26,88.97,109.08,-66.89,24.0,TRAIN_02
2026-08-19 07:25:37,CAR_02_1,12.11,24.96,97.27,86.79,109.25,-67.16,24.0,TRAIN_02
2026-08-19 07:38:02,CAR_02_1,11.67,26.31,97.98,88.45,107.78,-69.26,24.0,TRAIN_02
2026-08-19 07:48:40,CAR_02_1,12.46,26.05,95.49,89.38,107.36,-64.41,24.0,TRAIN_02
2026-08-19 07:58:24,CAR_02_1,11.58,27.58,97.24,84.95,109.28,-68.66,24.0,TRAIN_02
2026-08-19 08:08:22,CAR_02_1,13.0,27.14,97.36,86.63,108.6,-63.64,24.0,TRAIN_02
2026-08-19 08:15:33,CAR_02_1,13.77,25.62,97.52,89.22,109.01,-66.27,24.0,TRAIN_02
2026-08-19 08:23:56,CAR_02_1,12.18,27.47,96.55,88.9,109.78,-67.43,24.0,TRAIN_02
2026-08-19 08:33:25,CAR_02_1,11.13,28.45,95.96,89.86,108.32,-67.09,24.0,TRAIN_02
2026-08-19 08:47:08,CAR_02_1,12.78,27.58,96.42,86.84,109.46,-66.41,24.0,TRAIN_02
2026-08-19 08:59:22,CAR_02_1,13.02,28.84,96.31,88.14,108.54,-65.99,24.0,TRAIN_02
2026-08-19 09:05:16,CAR_02_1,11.9,26.13,97.3,86.96,107.08,-65.68,24.0,TRAIN_02
2026-08-19 09:11:07,CAR_02_1,12.56,27.9,97.13,88.16,108.09,-68.24,24.0,TRAIN_02
2026-08-19 09:21:23,CAR_02_1,12.03,29.16,96.98,88.99,109.78,-68.89,24.0,TRAIN_02
2026-08-19 09:34:45,CAR_02_1,12.22,29.22,96.27,88.72,108.38,-69.36,24.0,TRAIN_02
2026-08-19 09:40:54,CAR_02_1,12.7,28.2,96.05,87.56,108.8,-64.13,24.0,TRAIN_02
2026-08-19 09:55:27,CAR_02_1,13.39,26.36,95.54,86.82,107.89,-68.52,24.0,TRAIN_02
2026-08-19 10:07:06,CAR_02_1,12.93,28.74,97.51,86.49,106.64,-67.79,24.0,TRAIN_02
2026-08-19 10:19:41,CAR_02_1,12.48,27.69,97.62,88.01,108.21,-70.28,24.0,TRAIN_02
2026-08-19 10:28:59,CAR_02_1,12.67,28.38,98.05,86.85,108.54,-69.51,24.0,TRAIN_02
2026-08-19 10:42:05,CAR_02_1,12.73,30.79,95.39,90.9,107.43,-65.29,24.0,TRAIN_02
2026-08-19 10:55:23,CAR_02_1,13.68,28.77,97.73,87.66,109.23,-64.39,24.0,TRAIN_02
2026-08-19 11:03:29,CAR_02_1,12.84,30.49,98.81,88.63,109.07,-64.02,24.0,TRAIN_02
2026-08-19 11:16:00,CAR_02_1,14.07,30.93,98.21,88.9,107.31,-70.01,24.0,TRAIN_02
2026-08-19 11:29:56,CAR_02_1,12.23,29.67,96.77,87.52,109.3,-62.62,24.0,TRAIN_02
2026-08-19 11:43:51,CAR_02_1,13.38,28.85,96.67,86.93,108.76,-72.05,24.0,TRAIN_02
2026-08-19 11:51:23,CAR_02_1,12.59,29.37,97.19,87.18,108.23,-73.63,24.0,TRAIN_02
2026-08-19 11:58:49,CAR_02_1,13.09,29.59,96.08,88.65,107.77,-65.95,24.0,TRAIN_02
2026-08-19 12:05:24,CAR_02_1,13.48,29.31,96.01,90.09,109.1,-66.34,24.0,TRAIN_02
2026-08-19 12:16:43,CAR_02_1,12.38,27.12,97.79,86.75,108.9,-64.02,24.0,TRAIN_02
2026-08-19 12:24:54,CAR_02_1,12.53,29.22,96.7,87.82,108.89,-68.59,24.0,TRAIN_02
2026-08-19 12:31:26,CAR_02_1,13.1,29.97,98.11,88.57,108.14,-72.56,24.0,TRAIN_02
2026-08-19 12:38:40,CAR_02_1,13.49,29.39,97.93,88.58,108.46,-67.83,24.0,TRAIN_02
2026-08-19 12:48:25,CAR_02_1,14.09,30.35,95.28,86.99,107.83,-68.64,24.0,TRAIN_02
2026-08-19 13:02:38,CAR_02_1,14.69,30.67,96.41,88.56,108.34,-67.52,24.0,TRAIN_02
2026-08-19 13:17:03,CAR_02_1,12.88,31.26,97.04,89.97,108.04,-68.15,24.0,TRAIN_02
2026-08-19 13:22:40,CAR_02_1,12.46,30.63,97.03,88.37,109.1,-70.66,24.0,TRAIN_02
2026-08-19 13:28:01,CAR_02_1,13.72,28.1,97.31,88.04,107.49,-66.56,24.0,TRAIN_02
2026-08-19 13:37:15,CAR_02_1,12.57,29.57,95.67,87.15,109.52,-65.11,24.0,TRAIN_02
2026-08-19 13:45:42,CAR_02_1,13.97,31.5,96.3,88.52,109.01,-66.77,24.0,TRAIN_02
2026-08-19 13:56:20,CAR_02_1,13.98,29.07,96.06,89.64,109.46,-67.18,24.0,TRAIN_02
2026-08-19 14:04:05,CAR_02_1,13.79,29.38,96.79,87.05,108.98,-70.5,24.0,TRAIN_02
2026-08-19 14:14:19,CAR_02_1,13.98,32.52,97.52,87.36,110.47,-69.76,24.0,TRAIN_02
2026-08-19 14:25:19,CAR_02_1,13.71,29.27,97.19,87.95,108.66,-67.77,24.0,TRAIN_02
2026-08-19 14:30:50,CAR_02_1,13.56,29.04,97.15,88.99,109.33,-64.59,24.0,TRAIN_02
2026-08-19 14:40:16,CAR_02_1,13.83,30.69,97.56,86.71,109.39,-61.85,24.0,TRAIN_02
2026-08-19 14:45:42,CAR_02_1,13.11,29.86,97.62,85.25,109.9,-63.14,24.0,TRAIN_02
2026-08-19 14:51:32,CAR_02_1,12.91,29.04,97.6,87.7,108.98,-68.62,24.0,TRAIN_02
2026-08-19 15:05:03,CAR_02_1,13.41,29.64,98.25,89.98,107.92,-74.9,24.0,TRAIN_02
2026-08-19 15:14:07,CAR_02_1,12.72,29.92,97.53,88.69,107.66,-66.39,24.0,TRAIN_02
2026-08-19 15:28:02,CAR_02_1,13.41,29.69,96.2,89.55,109.01,-65.36,24.0,TRAIN_02
2026-08-19 15:33:08,CAR_02_1,14.55,33.22,96.11,88.76,109.64,-70.32,24.0,TRAIN_02
2026-08-19 15:42:55,CAR_02_1,13.23,31.37,93.77,87.06,109.58,-66.85,24.0,TRAIN_02
2026-08-19 15:50:31,CAR_02_1,13.24,31.07,97.59,87.8,107.89,-70.62,24.0,TRAIN_02
2026-08-19 15:59:12,CAR_02_1,14.41,30.34,97.45,87.82,107.77,-69.16,24.0,TRAIN_02
2026-08-19 16:05:34,CAR_02_1,12.75,31.37,96.87,85.8,108.54,-71.69,24.0,TRAIN_02
2026-08-19 16:13:59,CAR_02_1,12.76,30.52,94.88,88.62,108.96,-65.71,24.0,TRAIN_02
2026-08-19 16:23:32,CAR_02_1,14.46,31.37,96.63,86.56,107.58,-65.21,24.0,TRAIN_02
2026-08-19 16:29:47,CAR_02_1,11.74,30.83,97.21,90.59,107.7,-67.08,24.0,TRAIN_02
2026-08-19 16:37:44,CAR_02_1,13.25,28.33,97.12,88.28,107.68,-65.16,24.0,TRAIN_02
2026-08-19 16:44:18,CAR_02_1,13.47,32.05,97.75,88.93,107.95,-69.75,24.0,TRAIN_02
